USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
pranesh     2963  0.0  0.0 383540  6400 ?        Ssl  13:11   0:00 /usr/libexec/gsd-a11y-settings
pranesh     2964  0.0  0.1 412944 19972 ?        Ssl  13:11   0:00 /usr/libexec/gsd-color
pranesh     2966  0.0  0.0 431684 11904 ?        Ssl  13:11   0:00 /usr/libexec/gsd-datetime
pranesh     2967  0.0  0.0 385292  7424 ?        Ssl  13:11   0:00 /usr/libexec/gsd-housekeeping
pranesh     2968  0.0  0.1 485532 19200 ?        Ssl  13:11   0:00 /usr/libexec/gsd-keyboard
pranesh     2970  0.0  0.1 594180 24000 ?        Ssl  13:11   0:00 /usr/libexec/gsd-media-keys
pranesh     2971  0.0  0.1 612036 27436 ?        Ssl  13:11   0:00 /usr/libexec/gsd-power
pranesh     2976  0.0  0.0 323752 11264 ?        Ssl  13:11   0:00 /usr/libexec/gsd-print-notifications
pranesh     2980  0.0  0.0 531084  6272 ?        Ssl  13:11   0:00 /usr/libexec/gsd-rfkill
pranesh     2981  0.0  0.0 309560  6144 ?        Ssl  13:11   0:00 /usr/libexec/gsd-screensaver-proxy
pranesh     2985  0.0  0.0 543212 11648 ?        Ssl  13:11   0:00 /usr/libexec/gsd-sharing
pranesh     3006  0.0  0.0 385840  7936 ?        Ssl  13:11   0:00 /usr/libexec/gsd-smartcard
pranesh     3007  0.0  0.0 393524  9600 ?        Ssl  13:11   0:00 /usr/libexec/gsd-sound
pranesh     3013  0.0  0.1 412776 19972 ?        Ssl  13:11   0:00 /usr/libexec/gsd-wacom
pranesh     3023  0.0  0.3 1375440 52968 ?       Sl   13:11   0:16 /usr/bin/diodon
pranesh     3072  0.0  0.2 610928 40924 ?        Sl   13:11   0:00 /usr/bin/xpad
pranesh     3082  0.0  0.0 305492  7680 ?        Sl   13:11   0:00 /usr/libexec/gsd-disk-utility-notify
pranesh     3093  0.0  0.3 890324 53080 ?        Sl   13:11   0:03 /usr/bin/python3 /usr/bin/autokey-gtk
pranesh     3097  0.0  0.0 236644  6912 ?        Sl   13:11   0:00 /usr/libexec/ibus-memconf
pranesh     3101  0.0  0.1 421532 28396 ?        Sl   13:11   0:04 /usr/libexec/ibus-extension-gtk3
pranesh     3103  0.0  0.3 829524 62964 ?        Sl   13:11   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
pranesh     3154  0.0  0.0 310424  6912 ?        Sl   13:11   0:00 /usr/libexec/ibus-portal
pranesh     3163  0.0  0.0 416236 14848 ?        Sl   13:11   0:00 /usr/libexec/gsd-printer
pranesh     3174  0.0  0.0 389464 10752 ?        Ssl  13:11   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
pranesh     3178  0.0  1.0 2709124 168096 ?      Sl   13:11   0:03 /snap/snap-store/1216/usr/bin/snap-store --gapplication-service
pranesh     3207  0.0  0.0 310760  6784 ?        Ssl  13:11   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
pranesh     3221  0.0  0.0 389376  7808 ?        Ssl  13:11   0:00 /usr/libexec/gvfs-afc-volume-monitor
pranesh     3229  0.0  0.0 309772  6144 ?        Ssl  13:11   0:00 /usr/libexec/gvfs-goa-volume-monitor
pranesh     3234  0.0  0.1 546680 23552 ?        Sl   13:11   0:00 /usr/libexec/goa-daemon
pranesh     3255  0.0  0.0 389124  8576 ?        Sl   13:11   0:00 /usr/libexec/goa-identity-service
pranesh     3262  0.0  0.0 309792  6272 ?        Ssl  13:11   0:00 /usr/libexec/gvfs-mtp-volume-monitor
pranesh     3266  0.0  0.1 1169404 23680 ?       Ssl  13:11   0:00 /usr/libexec/evolution-calendar-factory
pranesh     3277  0.0  0.6 619380 109028 ?       Sl   13:11   0:15 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.FEBCI3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
pranesh     3322  0.0  0.1 825456 29440 ?        Ssl  13:11   0:00 /usr/libexec/evolution-addressbook-factory
pranesh     3334  0.0  0.0 236768  6912 ?        Sl   13:11   0:06 /usr/libexec/ibus-engine-simple
pranesh     3374  0.0  0.0 230356  5760 ?        Ssl  13:11   0:00 /usr/libexec/dconf-service
pranesh     3380  0.0  0.0 609440  8576 ?        Sl   13:11   0:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
pranesh     3414  0.0  0.1 735000 26952 ?        SNsl 13:11   0:00 /usr/libexec/tracker-miner-fs-3
pranesh     3441  0.0  0.1 2597032 26896 ?       Sl   13:11   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
pranesh     3461  0.0  0.5 795744 87172 ?        Ssl  13:11   0:00 /usr/libexec/gsd-xsettings
pranesh     3468  0.0  0.0 701784 14096 ?        Ssl  13:11   0:00 /usr/libexec/xdg-desktop-portal
pranesh     3479  0.0  0.9 1833668 148196 ?      Ssl  13:11   0:00 /usr/libexec/xdg-desktop-portal-gnome
pranesh     3509  0.0  0.1 421260 29052 ?        Ssl  13:11   0:00 /usr/libexec/xdg-desktop-portal-gtk
pranesh     3546  0.0  0.5 3235688 87744 ?       Sl   13:11   0:02 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
pranesh     3574  0.0  0.1 267136 24380 ?        Sl   13:11   0:00 /usr/libexec/ibus-x11
pranesh     3581  0.0  0.7 1245476 118400 ?      Sl   13:11   0:02 /usr/libexec/mutter-x11-frames
pranesh     3606  0.0  0.0 460144  8960 ?        Ssl  13:11   0:00 /usr/bin/zeitgeist-daemon
pranesh     3627  0.0  0.0 236304  6272 ?        Ssl  13:11   0:00 /usr/libexec/gvfsd-metadata
pranesh     3647  0.0  0.0  39136 11904 ?        Ss   13:11   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
pranesh     3700  0.0  0.2 435272 33300 ?        Sl   13:11   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
pranesh     3722  0.0  0.1 350396 20532 ?        Ssl  13:11   0:00 /usr/lib/zeitgeist/zeitgeist-fts
root        3773  0.0  0.2 603736 46592 ?        Ssl  13:11   0:02 /usr/libexec/fwupd/fwupd
pranesh     4218  0.0  0.2 572132 34392 ?        Sl   13:12   0:00 /usr/bin/update-notifier
pranesh     4563  0.1  1.2 1283739460 200576 ?   SLl  13:27   0:17 /snap/slack/216/usr/lib/slack/slack --no-sandbox --executed-from=/home/pranesh --pid=4473
pranesh     4575  0.2  0.4 672584 74956 ?        Ssl  13:27   0:37 /usr/libexec/gnome-terminal-server
pranesh     4582  0.0  0.3 33827000 54144 ?      S    13:27   0:00 /snap/slack/216/usr/lib/slack/slack --type=zygote --no-zygote-sandbox --no-sandbox
pranesh     4583  0.0  0.3 33827000 54144 ?      S    13:27   0:00 /snap/slack/216/usr/lib/slack/slack --type=zygote --no-sandbox
pranesh     4596  0.0  0.0  11264  5120 pts/0    Ss   13:27   0:00 bash
